wnid,noun
n03562262,forgery
n03562408,immersion heater
n03562565,immovable bandage
n03562739,immunogen
n03562739,immunizing agent
n03562958,immunosuppressant
n03562958,immunosuppressor
n03562958,immunosuppressive drug
n03562958,immunosuppressive
n03562958,immune suppressant drug
n03563200,impact printer
n03563358,impedimenta
n03563460,impeller
n03563611,imperial
n03563710,implant
n03563967,implement
n03564667,import
n03564667,importation
n03564849,impression
n03565051,impressionism
n03565288,imprint
n03565402,improvisation
n03565565,improvised explosive device
n03565565,i.e.d.
n03565565,ied
n03565710,impulse turbine
n03565830,in-basket
n03565830,in-tray
n03565991,incendiary bomb
n03565991,incendiary
n03565991,firebomb
n03566193,incinerator
n03566329,inclined plane
n03566555,inclinometer
n03566555,dip circle
n03566730,inclinometer
n03566860,incrustation
n03566860,encrustation
n03567066,incubator
n03567066,brooder
n03567325,indapamide
n03567325,lozal
n03567474,independence hall
n03567635,index register
n03567788,indiaman
n03567912,indian club
n03568008,indian trail
n03568117,indicator
n03568430,indinavir
n03568430,crixivan
n03568561,indirect lighting
n03568653,indomethacin
n03568653,indocin
n03568818,induction coil
n03569014,inductor
n03569014,inductance
n03569174,industrial watercourse
n03569293,inertial guidance system
n03569293,inertial navigation system
n03569494,inflater
n03569494,inflator
n03569657,infliximab
n03569657,remicade
n03569964,infrastructure
n03569964,base
n03570372,infrastructure
n03570372,substructure
n03570526,ingot
n03570526,metal bar
n03570526,block of metal
n03570709,ingredient
n03570838,inhalation anesthetic
n03570838,inhalation anaesthetic
n03570838,inhalation general anesthetic
n03570838,inhalation general anaesthetic
n03571155,inhalant
n03571155,inhalation
n03571280,inhaler
n03571280,inhalator
n03571439,injector
n03571625,ink bottle
n03571625,inkpot
n03571706,ink cartridge
n03571853,ink eraser
n03571942,ink-jet printer
n03572107,inkle
n03572205,inkstand
n03572321,inkwell
n03572321,inkstand
n03572449,inlay
n03572631,inlay
n03572832,inlet manifold
n03573005,inner tube
n03573154,input
n03573282,insert
n03573282,inset
n03573464,inset
n03573574,inside caliper
n03573739,inside clinch
n03573848,insole
n03573848,innersole
n03574004,inspiration
n03574004,brainchild
n03574243,instep
n03574416,instillator
n03574555,institution
n03574816,instrument
n03575240,instrumentality
n03575240,instrumentation
n03575691,instrument of execution
n03575958,instrument of punishment
n03576215,instrument of torture
n03576443,intaglio
n03576443,diaglyph
n03576617,intake
n03576617,inlet
n03576779,intake manifold
n03576955,intake valve
n03577090,integrated circuit
n03577090,microcircuit
n03577312,integrator
n03577312,planimeter
n03577474,intelnet
n03577672,interceptor
n03577818,interchange
n03578055,intercommunication system
n03578055,intercom
n03578251,intercontinental ballistic missile
n03578251,icbm
n03578435,interface
n03578656,interface
n03578656,port
n03578981,interferometer
n03579137,interferon
n03579355,interior decoration
n03579355,decor
n03579538,interior door
n03579699,interlayer
n03579791,interlock
n03579791,ignition interlock
n03579982,internal-combustion engine
n03579982,ice
n03580518,internal drive
n03580615,internet
n03580615,net
n03580615,cyberspace
n03580845,interphone
n03580990,interrupter
n03581125,intersection
n03581125,crossroad
n03581125,crossway
n03581125,crossing
n03581125,carrefour
n03581354,interstate
n03581354,interstate highway
n03581531,interstice
n03581634,intoxicant
n03581756,intranet
n03581897,intraocular lens
n03582096,intrauterine device
n03582096,iud
n03582305,intravenous anesthetic
n03582508,intravenous pyelogram
n03582508,ivp
n03582658,invention
n03582658,innovation
n03582840,inverted pleat
n03582959,inverter
n03583109,iodochlorhydroxyquin
n03583109,clioquinol
n03583252,iodoform
n03583252,triiodomethane
n03583419,ion engine
n03583621,ionization chamber
n03583621,ionization tube
n03583809,ion pump
n03583967,ipecac
n03584111,ipratropium bromide
n03584111,atrovent
n03584254,ipod
n03584400,video ipod
n03584526,iproclozide
n03584649,iris
n03584649,iris diaphragm
n03584829,iron
n03584829,smoothing iron
n03585073,iron
n03585337,iron
n03585337,branding iron
n03585438,irons
n03585438,chains
n03585551,ironclad
n03585682,iron foundry
n03585778,iron horse
n03585875,ironing
n03586090,ironing board
n03586219,iron lung
n03586448,iron maiden
n03586631,ironmongery
n03586760,ironwork
n03586911,ironworks
n03587050,irregular
n03587050,second
n03587205,irrigation ditch
n03587318,island
n03587442,isocarboxazid
n03587442,marplan
n03587623,isoflurane
n03587715,isoniazid
n03587715,inh
n03587715,nydrazid
n03587874,isoproterenol
n03587874,isuprel
n03588046,isosorbide
n03588046,isordil
n03588216,izar
n03588414,item
n03588668,itraconazole
n03588668,sporanox
n03588841,jabot
n03588951,jack
n03589093,jack
n03589093,knave
n03589220,jack
n03589313,jack
n03589313,jackstones
n03589513,jack
n03589672,jack
n03589791,jacket
n03590306,jacket
n03590475,jacket
n03590588,jack-in-the-box
n03590732,jacklight
n03590841,jack-o'-lantern
n03590932,jack plane
n03591028,jackscrew
n03591028,screw jack
n03591116,jacob's ladder
n03591116,jack ladder
n03591116,pilot ladder
n03591313,jaconet
n03591465,jackstraw
n03591465,spillikin
n03591592,jacquard loom
n03591592,jacquard
n03591798,jacquard
n03591901,jag
n03591901,dag
n03592055,jag
n03592245,jail
n03592245,jailhouse
n03592245,gaol
n03592245,clink
n03592245,slammer
n03592245,poky
n03592245,pokey
n03592669,jalousie
n03592773,jamb
n03592931,jammer
n03593034,jampan
n03593122,jampot
n03593122,jamjar
n03593222,japan
n03593362,japan
n03593526,jar
n03593862,jarvik heart
n03593862,jarvik artificial heart
n03594010,jaunting car
n03594010,jaunty car
n03594148,javelin
n03594277,jaw
n03594523,jaws of life
n03594734,jean
n03594734,blue jean
n03594734,denim
n03594945,jeep
n03594945,landrover
n03595055,jellaba
n03595179,je ne sais quoi
n03595264,jerkin
n03595409,jeroboam
n03595409,double-magnum
n03595523,jersey
n03595614,jersey
n03595614,t-shirt
n03595614,tee shirt
n03595737,jerusalem cross
n03595860,jet
n03595860,jet plane
n03595860,jet-propelled plane
n03596099,jet bridge
n03596285,jet engine
n03596543,jetliner
n03596639,jetsam
n03596787,jewel
n03596787,gem
n03596787,precious stone
n03597147,jeweler's glass
n03597317,jewelled headdress
n03597317,jeweled headdress
n03597469,jewelry
n03597469,jewellery
n03597916,jew's harp
n03597916,jews' harp
n03597916,mouth bow
n03598151,jib
n03598299,jibboom
n03598385,jig
n03598515,jig
n03598646,jiggermast
n03598646,jigger
n03598783,jigsaw
n03598783,scroll saw
n03598783,fretsaw
n03598930,jigsaw puzzle
n03599111,jim crow
n03599212,jimdandy
n03599212,jimhickey
n03599212,crackerjack
n03599351,jimmy
n03599351,jemmy
n03599486,jinrikisha
n03599486,ricksha
n03599486,rickshaw
n03599628,job
n03599761,job
n03599964,jobcentre
n03600169,job-oriented terminal
n03600285,jodhpurs
n03600285,jodhpur breeches
n03600285,riding breeches
n03600475,jodhpur
n03600475,jodhpur boot
n03600475,jodhpur shoe
n03600617,johns hopkins
n03600722,joinery
n03600806,joint
n03600806,marijuana cigarette
n03600806,reefer
n03600806,stick
n03600806,spliff
n03600977,joint
n03601335,joint
n03601442,joint direct attack munition
n03601442,jdam
n03601638,jointer
n03601638,jointer plane
n03601638,jointing plane
n03601638,long plane
n03601840,joist
n03601964,joker
n03602081,jolly boat
n03602081,jolly
n03602194,jorum
n03602267,joss
n03602365,joss house
n03602465,journal
n03602562,journal
n03602686,journal bearing
n03602790,journal box
n03602883,joystick
n03603119,judas
n03603199,juke
n03603199,jook
n03603199,juke joint
n03603199,jook joint
n03603199,juke house
n03603199,jook house
n03603442,jungle gym
n03603594,junk
n03603722,jug
n03603878,juggernaut
n03603958,juju
n03603958,voodoo
n03603958,hoodoo
n03603958,fetish
n03603958,fetich
n03604156,jukebox
n03604156,nickelodeon
n03604311,jumbojet
n03604311,jumbo jet
n03604400,jumper
n03604400,pinafore
n03604400,pinny
n03604536,jumper
n03604629,jumper
n03604763,jumper
n03604843,jumper cable
n03604843,jumper lead
n03604843,lead
n03604843,booster cable
n03605073,jumping jack
n03605233,jump rope
n03605233,skip rope
n03605233,skipping rope
n03605417,jump seat
n03605504,jump suit
n03605598,jump suit
n03605598,jumpsuit
n03605722,junction
n03605915,junction
n03605915,conjunction
n03606106,junction barrier
n03606106,barrier strip
n03606251,junk shop
n03606347,jury box
n03606465,jury mast
n03606572,k
n03606572,jet
n03606572,super acid
n03606572,special k
n03606572,honey oil
n03606572,green
n03606572,cat valium
n03606572,super c
n03606719,kaaba
n03606719,caaba
n03607029,kachina
n03607186,kaffiyeh
n03607358,kakemono
n03607527,kalansuwa
n03607659,kalashnikov
n03607756,kaleidoscope
n03607923,kameez
n03608074,kamikaze
n03608224,kammon strait bridge
n03608356,kanamycin
n03608356,kantrex
n03608504,kanzu
n03608661,kaopectate
n03608870,kat
n03608870,khat
n03608870,qat
n03608870,quat
n03608870,cat
n03608870,arabian tea
n03608870,african tea
n03609147,katharometer
n03609235,kayak
n03609397,kazoo
n03609542,keel
n03609786,keelboat
n03609959,keelson
n03610098,keep
n03610098,donjon
n03610098,dungeon
n03610270,keepsake
n03610270,souvenir
n03610270,token
n03610270,relic
n03610418,keg
n03610524,kennel
n03610524,doghouse
n03610524,dog house
n03610682,kepi
n03610682,peaked cap
n03610682,service cap
n03610682,yachting cap
n03610836,keratoscope
n03610992,kerchief
n03611169,kern
n03611314,kerr cell
n03611590,ketamine
n03611590,ketamine hydrochloride
n03611590,ketalar
n03612010,ketch
n03612134,ketoprofen
n03612134,orudis
n03612134,orudis kt
n03612134,oruvail
n03612378,ketorolac
n03612378,torodal
n03612559,ketorolac tromethamine
n03612559,acular
n03612559,toradol
n03612814,kettle
n03612814,boiler
n03612965,kettle
n03612965,kettledrum
n03612965,tympanum
n03612965,tympani
n03612965,timpani
n03613294,key
n03613592,key
n03613873,keyboard
n03614007,keyboard
n03614383,keyboard buffer
n03614532,keyboard instrument
n03614782,keyhole
n03614887,keyhole saw
n03615037,key ring
n03615133,keystone
n03615133,key
n03615133,headstone
n03615300,khadi
n03615300,khaddar
n03615406,khaki
n03615563,khakis
n03615655,khimar
n03615790,khukuri
n03615987,kibble
n03616091,kick pleat
n03616225,kicksorter
n03616225,pulse height analyzer
n03616428,kickstand
n03616763,kick starter
n03616763,kick start
n03616979,kid glove
n03616979,suede glove
n03617095,kiln
n03617312,kilt
n03617480,kimono
n03617594,kinescope
n03617594,picture tube
n03617594,television tube
n03617834,kinetoscope
n03618101,king
n03618219,king
n03618339,king
n03618546,kingbolt
n03618546,kingpin
n03618546,swivel pin
n03618678,king post
n03618797,kipp's apparatus
n03618982,kirk
n03619050,kirpan
n03619196,kirtle
n03619275,kirtle
n03619396,kit
n03619396,outfit
n03619650,kit
n03619793,kitbag
n03619793,kit bag
n03619890,kitchen
n03620052,kitchen appliance
n03620353,kitchenette
n03620443,kitchen garden
n03620443,vegetable garden
n03620443,vegetable patch
n03620600,kitchen island
n03620730,kitchen match
n03620889,kitchen sink
n03620967,kitchen table
n03621049,kitchen utensil
n03621377,kitchenware
n03621473,kite
n03621694,kite balloon
n03621826,kite tail
n03621935,kitsch
n03622058,klaxon
n03622058,claxon
n03622207,klein bottle
n03622401,klieg light
n03622526,klystron
n03622698,knee
n03622839,knee brace
n03622931,knee-high
n03622931,knee-hi
n03623073,kneeler
n03623198,knee pad
n03623338,knee piece
n03623448,knickknack
n03623448,novelty
n03623556,knife
n03624134,knife
n03624400,knife blade
n03624497,knife edge
n03624497,cutting edge
n03624653,knife pleat
n03624767,knight
n03624767,horse
n03624966,knit
n03624966,knitting
n03624966,knitwork
n03625226,knit
n03625226,knit stitch
n03625226,plain
n03625226,plain stitch
n03625355,knit
n03625539,knitting machine
n03625646,knitting needle
n03625783,knitting stitch
n03625943,knitwear
n03626014,knob
n03626115,knob
n03626115,boss
n03626272,knob
n03626272,pommel
n03626418,knobble
n03626502,knobkerrie
n03626502,knobkerry
n03626658,knockabout
n03626760,knocker
n03626760,doorknocker
n03626760,rapper
n03626925,knockoff
n03626925,clone
n03627021,knockout drops
n03627232,knot
n03627819,knout
n03627954,knuckle joint
n03627954,hinge joint
n03628071,kohl
n03628215,koto
n03628421,kraal
n03628511,kremlin
n03628590,kremlin
n03628728,kris
n03628728,creese
n03628728,crease
n03628831,krummhorn
n03628831,crumhorn
n03628831,cromorne
n03628984,kundt's tube
n03629100,kurdistan
n03629231,kurta
n03629401,kylie
n03629401,kiley
n03629520,kylix
n03629520,cylix
n03629643,kymograph
n03629643,cymograph
n03629857,laager
n03629857,lager
n03629986,lab
n03629986,laboratory
n03629986,research lab
n03629986,research laboratory
n03629986,science lab
n03629986,science laboratory
n03630262,lab bench
n03630262,laboratory bench
n03630383,lab coat
n03630383,laboratory coat
n03630544,labetalol
n03630544,labetalol hydrochloride
n03630544,trandate
n03630544,normodyne
n03630849,labor camp
n03630849,labour camp
n03630992,labyrinth of minos
n03631177,lace
n03631445,lace
n03631445,lacing
n03631710,lacework
n03631811,lacquer
n03631922,lacquerware
n03632100,lacrosse ball
n03632189,lacuna
n03632189,blank
n03632277,ladder
n03632577,ladder-back
n03632729,ladder-back
n03632729,ladder-back chair
n03632852,ladder truck
n03632852,aerial ladder truck
n03632963,ladies' room
n03632963,powder room
n03633091,ladle
n03633341,lady chapel
n03633474,lagan
n03633474,lagend
n03633474,ligan
n03633632,lagerphone
n03633886,lag screw
n03633886,lag bolt
n03634034,lake dwelling
n03634034,pile dwelling
n03634189,lake mead
n03634469,lake powell
n03634723,lake volta
n03634899,lally
n03634899,lally column
n03635032,lamasery
n03635108,lambrequin
n03635236,lambrequin
n03635330,lame
n03635452,lamella
n03635516,laminar flow clean room
n03635668,laminate
n03635932,lamination
n03636062,lamivudine
n03636062,3tc
n03636248,lamp
n03636649,lamp
n03636891,lamp chimney
n03636891,chimney
n03637027,lamp house
n03637027,lamphouse
n03637027,lamp housing
n03637181,lamppost
n03637318,lampshade
n03637318,lamp shade
n03637480,lanai
n03637618,lancet
n03637618,lance
n03637787,lancet arch
n03637787,lancet
n03637898,lancet window
n03638014,landau
n03638180,lander
n03638321,landing
n03638321,landing place
n03638511,landing
n03638623,landing craft
n03638743,landing flap
n03638883,landing gear
n03639077,landing net
n03639230,landing skid
n03639360,landing stage
n03639497,land line
n03639497,landline
n03639675,land mine
n03639675,ground-emplaced mine
n03639675,booby trap
n03639880,land office
n03640011,landscape
n03640011,landscape painting
n03640166,landscape
n03640288,landscaping
n03640456,landside
n03640589,lane
n03640660,lane
n03640850,lanolin
n03640988,lantern
n03641134,lantern pinion
n03641134,lantern wheel
n03641302,lanyard
n03641302,laniard
n03641451,lanyard
n03641451,laniard
n03641569,lanyard
n03641569,laniard
n03641706,lap
n03641706,overlap
n03641947,lap
n03641947,lap covering
n03642144,laparoscope
n03642341,lapboard
n03642444,lapel
n03642573,lap joint
n03642573,splice
n03642716,lappet
n03642806,laptop
n03642806,laptop computer
n03642928,larboard
n03642928,port
n03643149,laryngoscope
n03643253,laser
n03643253,optical maser
n03643491,laser-guided bomb
n03643491,lgb
n03643737,laser printer
n03643907,lash
n03643907,thong
n03644073,lashing
n03644248,lash-up
n03644248,contrivance
n03644378,lasso
n03644378,lariat
n03644378,riata
n03644378,reata
n03644532,last
n03644532,shoemaker's last
n03644532,cobbler's last
n03644698,lastex
n03644858,latch
n03645011,latch
n03645011,door latch
n03645168,latchet
n03645290,latchkey
n03645411,latchstring
n03645577,lateen
n03645577,lateen sail
n03645730,lateen-rig
n03645866,lateran palace
n03646020,latex paint
n03646020,latex
n03646020,rubber-base paint
n03646148,lath
n03646296,lathe
n03646546,lathi
n03646546,lathee
n03646695,latin cross
n03646809,latrine
n03646916,lattice
n03646916,latticework
n03646916,fretwork
n03647108,laudanum
n03647108,tincture of opium
n03647291,laugh track
n03647423,launch
n03647520,launcher
n03647520,rocket launcher
n03647691,launching pad
n03647691,launchpad
n03647691,launch pad
n03647691,launch area
n03647691,pad
n03647872,launderette
n03647872,laundromat
n03648066,laundry
n03648219,laundry
n03648219,wash
n03648219,washing
n03648219,washables
n03648431,laundry cart
n03648527,laundry detergent
n03648667,laundry truck
n03648804,laurel
n03648804,laurel wreath
n03648804,bay wreath
n03649003,lavalava
n03649161,lavaliere
n03649161,lavalier
n03649161,lavalliere
n03649288,laver
n03649459,court
n03649459,lawcourt
